License_Fiscal_Year_License_Num,Business_Name,Street_Address,City,State,Zip,Business_Phone_Number,Classification_Code,Classification_Description,License_Expir_Date,Issue_Date,License_Fiscal_Year,License_Status,License_Status_Description,Council_District_Code,Council_District_Description,Location_1,FID
,DAGWOOD'S SANDWICH SHOPPE,420 N NILES AVE,SOUTH BEND,IN,46617,(574) 287-3700,RESTAM,RESTAURANTS A-M,2010-02-28T05:00:00.000Z,2009-03-17T04:00:00.000Z,2009,IN,Incative and no longer licensed,SB4,COUNCIL DISTRICT 4,"420 N NILES AVE
SOUTH BEND, IN 46617
(41.68115, -86.244407)",9988
,RAFITAS CANDYS,2815 FORD ST,SOUTH BEND,IN,46619,(574) 339-5051,PEDDLR,PEDDLER & CANVASSER,2010-01-31T05:00:00.000Z,2009-06-01T04:00:00.000Z,2009,RN,Renewed,SB6,COUNCIL DISTRICT 6,"2815 FORD ST
SOUTH BEND, IN 46619
(41.668385, -86.289615)",9989
,KWIK MART,2603 S MICHIGAN ST,SOUTH BEND,IN,46614,(574) 289-1860,RESTAM,RESTAURANTS A-M,2012-02-28T05:00:00.000Z,2011-02-24T05:00:00.000Z,2011,RN,Renewed,SB5,COUNCIL DISTRICT 5,"2603 S MICHIGAN ST
SOUTH BEND, IN 46614
(41.647688, -86.249669)",9990
,SAINT JOSEPH YOUNG MEN'S SOCIE,408 S GRANT ST,SOUTH BEND,IN,46619,(574) 288-3121,RESTZ,RESTAURANTS N-Z,2007-03-31T04:00:00.000Z,2006-07-21T04:00:00.000Z,2006,RN,Renewed,SB6,COUNCIL DISTRICT 6,"408 S GRANT ST
SOUTH BEND, IN 46619
(41.67197, -86.27892)",9991
,"GARZA, FRANCISCO G",1516 MARIGOLD WAY,SOUTH BEND,IN,46617,(574) 298-3396,TAXID,TAXI DRIVER,2010-06-01T04:00:00.000Z,2009-05-28T04:00:00.000Z,2009,AC,Active and Licensed,SB4,COUNCIL DISTRICT 4,"1516 MARIGOLD WAY
SOUTH BEND, IN 46617
(41.694971, -86.261072)",9992
,"GREEN, RICHARD G",0 OUTSIDE CITY LIMITS,SOUTH BEND,IN,46601,(574) 302-7492,TAXID,TAXI DRIVER,2010-06-01T04:00:00.000Z,2009-05-28T04:00:00.000Z,2009,AC,Active and Licensed,,,"0 OUTSIDE
SOUTH BEND, IN 46601
",9993
,"BOWEN, LUCKIE M",110 E DAYTON ST,SOUTH BEND,IN,46613,(574) 300-9871,TAXID,TAXI DRIVER,2007-06-01T04:00:00.000Z,2006-05-25T04:00:00.000Z,2006,IR,In Review,SB3,COUNCIL DISTRICT 3,"110 E DAYTON ST
SOUTH BEND, IN 46613
(41.655751, -86.249264)",9994
,LANE'S DAIRY QUEEN BRAZIER,2015 SOUTH BEND AVE,SOUTH BEND,IN,46637,(574) 271-1102,RESTAM,RESTAURANTS A-M,2012-02-28T05:00:00.000Z,2011-02-09T05:00:00.000Z,2011,RN,Renewed,SB4,COUNCIL DISTRICT 4,"2015 SOUTH BEND AVE
SOUTH BEND, IN 46637
(41.698524, -86.219251)",9995
,"SPOOR, THOMAS M",0 OUTSIDE CITY LIMITS,SOUTH BEND,IN,46601,(269) 228-2092,TAXID,TAXI DRIVER,2010-06-01T04:00:00.000Z,2009-05-28T04:00:00.000Z,2009,AC,Active and Licensed,,,"0 OUTSIDE
SOUTH BEND, IN 46601
",9996
,THE CUTTING EDGE,0 OUTSIDE CITY LIMITS,SOUTH BEND,IN,46601,(269) 687-4972,ARBOR,ARBORIST/TREE SERVICE,2010-01-31T05:00:00.000Z,2009-02-05T05:00:00.000Z,2009,RN,Renewed,,,"0 OUTSIDE
SOUTH BEND, IN 46601
",9997
,SOUTH BEND CHOCOLATE CO.,3300 W SAMPLE ST,SOUTH BEND,IN,46619,(574) 233-2577,RESTZ,RESTAURANTS N-Z,2007-03-31T04:00:00.000Z,2006-07-26T04:00:00.000Z,2006,RN,Renewed,SB6,COUNCIL DISTRICT 6,"3300 W SAMPLE ST
SOUTH BEND, IN 46619
(41.664704, -86.295545)",9998
,"CODDENS, DOUGLAS W",0 OUTSIDE CITY LIMITS,SOUTH BEND,IN,46601,(574) 850-2504,TAXID,TAXI DRIVER,2010-06-01T04:00:00.000Z,2009-05-29T04:00:00.000Z,2009,AC,Active and Licensed,,,"0 OUTSIDE
SOUTH BEND, IN 46601
",9999
,JASON HAWKINS,0 OUTSIDE CITY LIMITS,SOUTH BEND,IN,46601,(219) 961-6296,PEDDLR,PEDDLER & CANVASSER,2007-01-31T05:00:00.000Z,2006-02-03T05:00:00.000Z,2006,IN,Incative and no longer licensed,,,"0 OUTSIDE
SOUTH BEND, IN 46601
",10000
,BLUE RIBBON TAXI,1843 COMMERCE DR,SOUTH BEND,IN,46628,(574) 233-4040,TAXICAB,TAXI VEHICLE,2011-06-01T04:00:00.000Z,2010-05-10T04:00:00.000Z,2010,AC,Active and Licensed,SB1,COUNCIL DISTRICT 1,"1843 COMMERCE DR
SOUTH BEND, IN 46628
(41.700498, -86.307508)",3001
,FRANKIE'S BBQ,1621 W WASHINGTON ST,SOUTH BEND,IN,46628-2159,(574) 287-8993,RESTAM,RESTAURANTS A-M,2017-02-28T05:00:00.000Z,2016-04-19T04:00:00.000Z,2016,AC,Active and Licensed,SB2,COUNCIL DISTRICT 2,"1621 W WASHINGTON ST
SOUTH BEND, IN 46628-2159
(41.676372, -86.274838)",3002
,SOUTH BEND CHOCOLATE CO.,122 S MICHIGAN ST,SOUTH BEND,IN,46601,(574) 233-2577,RESTZ,RESTAURANTS N-Z,2013-03-31T04:00:00.000Z,2012-03-16T04:00:00.000Z,2012,RN,Renewed,SB2,COUNCIL DISTRICT 2,"122 S MICHIGAN ST
SOUTH BEND, IN 46601
(41.675716, -86.250351)",3003
,"WELLS, R. MICHAEL",0 OUTSIDE CITY LIMITS,SOUTH BEND,IN,46601,(574) 256-7287,TAXID,TAXI DRIVER,2013-10-01T04:00:00.000Z,2012-09-25T04:00:00.000Z,2012,AC,Active and Licensed,,,"0 OUTSIDE
SOUTH BEND, IN 46601
",3004
,LONG JOHN SILVER'S #40,4949 W WESTERN AVE,SOUTH BEND,IN,46601,(812) 482-3212,RESTAM,RESTAURANTS A-M,2013-02-28T05:00:00.000Z,2012-02-21T05:00:00.000Z,2012,RN,Renewed,SB2,COUNCIL DISTRICT 2,"4949 W WESTERN AVE
SOUTH BEND, IN 46601
(41.671951, -86.317626)",3005
,DISCOUNT TIRE CO. INC.,4005 S MICHIGAN ST,SOUTH BEND,IN,46614,(574) 291-6056,AUTO,AUTOMOTIVE REPAIR & SVC,2011-01-31T05:00:00.000Z,2010-02-16T05:00:00.000Z,2010,RN,Renewed,SB6,COUNCIL DISTRICT 6,"4005 S MICHIGAN ST
SOUTH BEND, IN 46614
(41.634191, -86.250533)",3006
,WETSPOT AQUATICS,1026 E EWING AVE,SOUTH BEND,IN,46614,(574) 210-4327,PETS,PET SHOPS,2011-01-31T05:00:00.000Z,2010-05-17T04:00:00.000Z,2010,RN,Renewed,SB3,COUNCIL DISTRICT 3,"1026 E EWING AVE
SOUTH BEND, IN 46614
(41.651015, -86.235513)",3007
,AMERICAN LEGION POST 50,1633 N BENDIX DR,SOUTH BEND,IN,46628,(574) 287-2696,RESTAM,RESTAURANTS A-M,2011-02-28T05:00:00.000Z,2010-06-09T04:00:00.000Z,2010,RN,Renewed,SB1,COUNCIL DISTRICT 1,"1633 N BENDIX DR
SOUTH BEND, IN 46628
(41.696633, -86.293472)",3008
,PHILIP HUTCHEN / OPEN RANGE,0 OUTSIDE CITY LIMITS,SOUTH BEND,IN,46601,(574) 904-7841,PEDDLR,PEDDLER & CANVASSER,2011-01-31T05:00:00.000Z,2010-10-04T04:00:00.000Z,2010,RN,Renewed,,,"0 OUTSIDE
SOUTH BEND, IN 46601
",3009
,B&F MARATHON,831 E COLFAX AVE,SOUTH BEND,IN,46617,(574) 232-6727,AUTO,AUTOMOTIVE REPAIR & SVC,2007-01-31T05:00:00.000Z,2006-05-11T04:00:00.000Z,2006,RN,Renewed,SB4,COUNCIL DISTRICT 4,"831 E COLFAX AVE
SOUTH BEND, IN 46617
(41.677857, -86.238616)",3010
,EXPRESS & ABC CAB,1733 S MICHIGAN ST,SOUTH BEND,IN,46613,(574) 233-6000,TAXICAB,TAXI VEHICLE,2013-10-01T04:00:00.000Z,2012-09-25T04:00:00.000Z,2012,AC,Active and Licensed,SB3,COUNCIL DISTRICT 3,"1733 S MICHIGAN ST
SOUTH BEND, IN 46613
(41.655922, -86.24988)",3011
,EXPRESS & ABC CAB,1733 S MICHIGAN ST,SOUTH BEND,IN,46613,(574) 233-6000,TAXICAB,TAXI VEHICLE,2013-10-01T04:00:00.000Z,2012-10-02T04:00:00.000Z,2012,AC,Active and Licensed,SB3,COUNCIL DISTRICT 3,"1733 S MICHIGAN ST
SOUTH BEND, IN 46613
(41.655922, -86.24988)",3012
,XAVIER SCHOOL OF EXCELLENCE,3423 S MICHIGAN ST,SOUTH BEND,IN,46614,(574) 231-6602,RESTZ,RESTAURANTS N-Z,2011-03-31T04:00:00.000Z,2010-03-24T04:00:00.000Z,2010,RN,Renewed,SB6,COUNCIL DISTRICT 6,"3423 S MICHIGAN ST
SOUTH BEND, IN 46614
(41.638989, -86.249986)",3013
,SPEEDWAY #5153,2150 SOUTH BEND AVE,SOUTH BEND,IN,46637,(574) 277-2071,RESTZ,RESTAURANTS N-Z,2013-03-31T04:00:00.000Z,2012-10-12T04:00:00.000Z,2012,RN,Renewed,SB4,COUNCIL DISTRICT 4,"2150 SOUTH BEND AVE
SOUTH BEND, IN 46637
(41.699474, -86.217307)",3014
,T & T ICE CREAM,1631 LINDEN AVE,SOUTH BEND,IN,46628,(574) 315-4041,FVV,FOOD VENDING VEHICLES,2011-01-31T05:00:00.000Z,2010-03-16T04:00:00.000Z,2010,RN,Renewed,SB2,COUNCIL DISTRICT 2,"1631 LINDEN AVE
SOUTH BEND, IN 46628
(41.679425, -86.275154)",3015
,EXPRESS & ABC CAB,1733 S MICHIGAN ST,SOUTH BEND,IN,46613,(574) 233-6000,TAXICAB,TAXI VEHICLE,2013-10-01T04:00:00.000Z,2012-09-25T04:00:00.000Z,2012,AC,Active and Licensed,SB3,COUNCIL DISTRICT 3,"1733 S MICHIGAN ST
SOUTH BEND, IN 46613
(41.655922, -86.24988)",3016
,ALLIE'S CAFE & CATERING,2323 MISHAWAKA AVE,SOUTH BEND,IN,46615,(574) 232-9520,RESTAM,RESTAURANTS A-M,2017-02-28T05:00:00.000Z,2016-03-09T05:00:00.000Z,2016,AC,Active and Licensed,SB3,COUNCIL DISTRICT 3,"2323 MISHAWAKA AVE
SOUTH BEND, IN 46615
(41.665721, -86.213164)",3017
,B.1 TREE SERVICE,454 S KALEY ST,SOUTH BEND,IN,46619,(574) 220-0111,ARBOR,ARBORIST/TREE SERVICE,2011-01-31T05:00:00.000Z,2010-04-20T04:00:00.000Z,2010,IN,Incative and no longer licensed,SB6,COUNCIL DISTRICT 6,"454 S KALEY ST
SOUTH BEND, IN 46619
(41.670344, -86.287702)",3018
,LONG JOHN SILVER'S #42,920 E IRELAND RD,SOUTH BEND,IN,46614,(574) 291-1220,RESTAM,RESTAURANTS A-M,2013-02-28T05:00:00.000Z,2012-02-24T05:00:00.000Z,2012,RN,Renewed,SB5,COUNCIL DISTRICT 5,"920 E IRELAND RD
SOUTH BEND, IN 46614
(41.629304, -86.237056)",3019
,1117 N. ST LOUIS BLVD,1117 N SAINT LOUIS BLVD,SOUTH BEND,IN,46617,(574) 234-4923,LPARKO,LAWN PARK 10 OR MORE SPACES,2009-09-19T04:00:00.000Z,2009-09-19T04:00:00.000Z,2010,AC,Active and Licensed,SB4,COUNCIL DISTRICT 4,"1117 N SAINT LOUIS BLVD
SOUTH BEND, IN 46617
(41.690409, -86.240945)",3020
,CORINNE C BLAKEMORE,21795 JACKSON RD,SOUTH BEND,IN,46614,(574) 299-8697,MSGTEC,MASSAGE THERAPY,2011-01-31T05:00:00.000Z,2010-03-09T05:00:00.000Z,2010,IN,Incative and no longer licensed,,,"21795 JACKSON RD
SOUTH BEND, IN 46614
(41.621373, -86.289708)",3021
,"KAMPHULUSA, CHRISTOPHER A",525 S FALCON ST,SOUTH BEND,IN,46615,(574) 300-5713,TAXID,TAXI DRIVER,2013-10-01T04:00:00.000Z,2012-09-25T04:00:00.000Z,2012,AC,Active and Licensed,SB6,COUNCIL DISTRICT 6,"525 S FALCON ST
SOUTH BEND, IN 46615
(41.669285, -86.297205)",3022
,UNITED CAB,2107 S MICHIGAN ST,SOUTH BEND,IN,46613,(574) 233-9599,TAXICAB,TAXI VEHICLE,2013-10-01T04:00:00.000Z,2012-10-04T04:00:00.000Z,2012,AC,Active and Licensed,SB3,COUNCIL DISTRICT 3,"2107 S MICHIGAN ST
SOUTH BEND, IN 46613
(41.652009, -86.249769)",3023
,IRISH CAB CO,16400 1/2 CHANDLER BLVD,MISHAWAKA,IN,46544,(574) 239-2222,TAXICO,TAXI COMPANY,2011-06-01T04:00:00.000Z,2010-06-28T04:00:00.000Z,2010,AC,Active and Licensed,,,"16400 1 2 CHANDLER BLVD
MISHAWAKA, IN 46544
(41.638261, -86.181434)",3024
,SUPER MERCADO ROSALES,1518 S MICHIGAN ST,SOUTH BEND,IN,46613,(574) 234-5587,RESTZ,RESTAURANTS N-Z,2007-03-31T04:00:00.000Z,2006-04-06T04:00:00.000Z,2006,RN,Renewed,SB3,COUNCIL DISTRICT 3,"1518 S MICHIGAN ST
SOUTH BEND, IN 46613
(41.658223, -86.249934)",3025
,SPEEDWAY #5487,2075 E IRELAND RD,SOUTH BEND,IN,46614,(574) 291-5436,RESTZ,RESTAURANTS N-Z,2013-03-31T04:00:00.000Z,2012-03-16T04:00:00.000Z,2012,RN,Renewed,SB5,COUNCIL DISTRICT 5,"2075 E IRELAND RD
SOUTH BEND, IN 46614
(41.629498, -86.217954)",3026
,MURPHY'S BACKYARD PUB,3601 MISHAWAKA AVE,SOUTH BEND,IN,46615,(574) 233-5968,RESTAM,RESTAURANTS A-M,2014-02-28T05:00:00.000Z,2013-01-28T05:00:00.000Z,2013,RN,Renewed,SB3,COUNCIL DISTRICT 3,"3601 MISHAWAKA AVE
SOUTH BEND, IN 46615
(41.665734, -86.19753)",3027
,RUM VILLAGE INN,2209 KEMBLE AVE,SOUTH BEND,IN,46613,(574) 288-1773,RESTZ,RESTAURANTS N-Z,2011-03-31T04:00:00.000Z,2010-03-19T04:00:00.000Z,2010,RN,Renewed,SB6,COUNCIL DISTRICT 6,"2209 KEMBLE AVE
SOUTH BEND, IN 46613
(41.651153, -86.263519)",3028
,"SMITH, ALBERT L",0 OUTSIDE CITY LIMITS,SOUTH BEND,IN,46601,(574) 334-6623,TAXID,TAXI DRIVER,2013-10-01T04:00:00.000Z,2012-09-25T04:00:00.000Z,2012,AC,Active and Licensed,,,"0 OUTSIDE
SOUTH BEND, IN 46601
",3029
,EMMAUS LUTHERAN CHURCH,929 MILTON ST,SOUTH BEND,IN,46613,(574) 287-4151,RESTAM,RESTAURANTS A-M,2013-02-28T05:00:00.000Z,2013-01-16T05:00:00.000Z,2012,RN,Renewed,SB3,COUNCIL DISTRICT 3,"929 MILTON ST
SOUTH BEND, IN 46613
(41.655207, -86.236837)",3030
,EXPRESS & ABC CAB,1733 S MICHIGAN ST,SOUTH BEND,IN,46613,(574) 233-6000,TAXICAB,TAXI VEHICLE,2013-10-01T04:00:00.000Z,2012-10-04T04:00:00.000Z,2012,AC,Active and Licensed,SB3,COUNCIL DISTRICT 3,"1733 S MICHIGAN ST
SOUTH BEND, IN 46613
(41.655922, -86.24988)",3031
,"YELLOW CAB OF MICHIANA, INC",1814 S MAIN ST,SOUTH BEND,IN,46613,(574) 233-9333,TAXICO,TAXI COMPANY,2011-06-01T04:00:00.000Z,2010-04-27T04:00:00.000Z,2010,AC,Active and Licensed,SB3,COUNCIL DISTRICT 3,"1814 S MAIN ST
SOUTH BEND, IN 46613
(41.65494, -86.251447)",3032
,EXPRESS & ABC CAB,1733 S MICHIGAN ST,SOUTH BEND,IN,46613,(574) 233-6000,TAXICAB,TAXI VEHICLE,2009-06-01T04:00:00.000Z,2008-08-26T04:00:00.000Z,2008,AC,Active and Licensed,SB3,COUNCIL DISTRICT 3,"1733 S MICHIGAN ST
SOUTH BEND, IN 46613
(41.655922, -86.24988)",3033
,PROTECTION ONE ALARM MONITOR,0 OUTSIDE CITY LIMITS,SOUTH BEND,IN,46601,(801) 437-9018,ALARM,ALARM AGENT,2007-01-31T05:00:00.000Z,2006-05-09T04:00:00.000Z,2006,RN,Renewed,,,"0 OUTSIDE
SOUTH BEND, IN 46601
",3034
,SPEEDWAY #5548,1449 MISHAWAKA AVE,SOUTH BEND,IN,46615,(574) 233-7421,RESTZ,RESTAURANTS N-Z,2013-03-31T04:00:00.000Z,2012-03-23T04:00:00.000Z,2012,RN,Renewed,SB3,COUNCIL DISTRICT 3,"1449 MISHAWAKA AVE
SOUTH BEND, IN 46615
(41.665898, -86.225972)",3035
,RICHARD A MARTIN III,1606 TUDOR LN,SOUTH BEND,IN,46614,(574) 231-8314,MSGTEC,MASSAGE THERAPY,2011-01-31T05:00:00.000Z,2010-03-05T05:00:00.000Z,2010,IN,Incative and no longer licensed,SB5,COUNCIL DISTRICT 5,"1606 TUDOR LN
SOUTH BEND, IN 46614
(41.640359, -86.222827)",3036
,SAINT PATRICK PARISH,309 S TAYLOR ST,SOUTH BEND,IN,46601,(574) 287-8932,RESTZ,RESTAURANTS N-Z,2014-03-31T04:00:00.000Z,2013-05-23T04:00:00.000Z,2013,RN,Renewed,SB2,COUNCIL DISTRICT 2,"309 S TAYLOR ST
SOUTH BEND, IN 46601
(41.673143, -86.257142)",3037
,BARNES LAUNDRY MAT,234 CHAPIN ST,SOUTH BEND,IN,46601,(574) 232-8792,SSLAUN,SELF SERVICE LAUNDRY,2011-01-31T05:00:00.000Z,2009-12-29T05:00:00.000Z,2010,RN,Renewed,SB2,COUNCIL DISTRICT 2,"234 CHAPIN ST
SOUTH BEND, IN 46601
(41.67385, -86.261445)",3038
,KITSCH,1107 MISHAWAKA AVE,SOUTH BEND,IN,46615,(574) 360-2946,SECOND,SECOND HAND DEALERS,2013-01-31T05:00:00.000Z,2012-10-04T04:00:00.000Z,2012,IN,Incative and no longer licensed,SB3,COUNCIL DISTRICT 3,"1107 MISHAWAKA AVE
SOUTH BEND, IN 46615
(41.66731, -86.234182)",3039
,JOVI'S LOUNGE,1905 MIAMI ST,SOUTH BEND,IN,46614,(574) 289-3770,RESTAM,RESTAURANTS A-M,2013-02-28T05:00:00.000Z,2012-02-28T05:00:00.000Z,2012,RN,Renewed,SB3,COUNCIL DISTRICT 3,"1905 MIAMI ST
SOUTH BEND, IN 46614
(41.654395, -86.234938)",3040
,SPEEDWAY #6636,1110 E IRELAND RD,SOUTH BEND,IN,46614,(574) 291-0395,RESTZ,RESTAURANTS N-Z,2013-03-31T04:00:00.000Z,2012-03-16T04:00:00.000Z,2012,RN,Renewed,SB5,COUNCIL DISTRICT 5,"1110 E IRELAND RD
SOUTH BEND, IN 46614
(41.629403, -86.234335)",3041
,GOLDEN DOME CAB COMPANY,1843 COMMERCE DR,SOUTH BEND,IN,46628,(574) 250-4653,TAXICO,TAXI COMPANY,2011-06-01T04:00:00.000Z,2010-04-28T04:00:00.000Z,2010,AC,Active and Licensed,SB1,COUNCIL DISTRICT 1,"1843 COMMERCE DR
SOUTH BEND, IN 46628
(41.700498, -86.307508)",3042
,SIMERI'S OLD TOWN TAP INC,1505 W INDIANA AVE,SOUTH BEND,IN,46613,(574) 289-1361,RESTZ,RESTAURANTS N-Z,2017-03-31T04:00:00.000Z,2016-03-14T04:00:00.000Z,2016,AC,Active and Licensed,SB6,COUNCIL DISTRICT 6,"1505 W INDIANA AVE
SOUTH BEND, IN 46613
(41.657225, -86.271518)",3043
,BLUE RIBBON TAXI,1843 COMMERCE DR,SOUTH BEND,IN,46628,(574) 233-4040,TAXICAB,TAXI VEHICLE,2011-06-01T04:00:00.000Z,2010-05-10T04:00:00.000Z,2010,AC,Active and Licensed,SB1,COUNCIL DISTRICT 1,"1843 COMMERCE DR
SOUTH BEND, IN 46628
(41.700498, -86.307508)",3044
,GIRASOL CARRY OUT,525 N EDDY ST,SOUTH BEND,IN,46617,(574) 251-0073,RESTAM,RESTAURANTS A-M,2011-02-28T05:00:00.000Z,2010-03-03T05:00:00.000Z,2010,RN,Renewed,SB4,COUNCIL DISTRICT 4,"525 N EDDY ST
SOUTH BEND, IN 46617
(41.682944, -86.235288)",3045
,"INDIANA ARMS & AMMO, INC.",750 W INDIANA AVE,SOUTH BEND,IN,46613,(574) 233-3635,SECOND,SECOND HAND DEALERS,2011-01-31T05:00:00.000Z,2010-01-20T05:00:00.000Z,2010,RN,Renewed,SB6,COUNCIL DISTRICT 6,"750 W INDIANA AVE
SOUTH BEND, IN 46613
(41.657753, -86.26096)",3046
,MICHAEL STASZEWSKI,710 S IRONWOOD DR,SOUTH BEND,IN,46615,(574) 261-4265,PEDDLR,PEDDLER & CANVASSER,2017-01-31T05:00:00.000Z,2016-03-11T05:00:00.000Z,2016,AC,Active and Licensed,SB3,COUNCIL DISTRICT 3,"710 S IRONWOOD DR
SOUTH BEND, IN 46615
(41.668995, -86.21528)",3047
,ICE BOX,1421 S WALNUT ST,SOUTH BEND,IN,46619,(574) 288-3300,RESTAM,RESTAURANTS A-M,2013-02-28T05:00:00.000Z,2012-03-09T05:00:00.000Z,2012,RN,Renewed,SB6,COUNCIL DISTRICT 6,"1421 S WALNUT ST
SOUTH BEND, IN 46619
(41.659589, -86.270829)",3048
,SOUTH BEND QUARTET CHAPTER,2722 W WESTERN AVE,SOUTH BEND,IN,46619,(574) 288-7523,RESTZ,RESTAURANTS N-Z,2007-03-31T04:00:00.000Z,2006-05-17T04:00:00.000Z,2006,RN,Renewed,SB6,COUNCIL DISTRICT 6,"2722 W WESTERN AVE
SOUTH BEND, IN 46619
",3049
,LIONEL WILBURN / OPEN RANGE,0 OUTSIDE CITY LIMITS,SOUTH BEND,IN,46601,(574) 344-7825,PEDDLR,PEDDLER & CANVASSER,2011-01-31T05:00:00.000Z,2010-10-04T04:00:00.000Z,2010,IN,Incative and no longer licensed,,,"0 OUTSIDE
SOUTH BEND, IN 46601
",3050
,HAMMES BOOKSTORE & CAFE,1234 N EDDY ST,SOUTH BEND,IN,46617,(574) 287-6954,RESTZ,RESTAURANTS N-Z,2011-03-31T04:00:00.000Z,2010-07-21T04:00:00.000Z,2010,RN,Renewed,SB4,COUNCIL DISTRICT 4,"1234 N EDDY ST
SOUTH BEND, IN 46617
(41.691718, -86.235489)",3051
,B AND B FLORAL ADVENTURES,26160 LAKE LN,SOUTH BEND,IN,46619,(574) 289-2017,ARBOR,ARBORIST/TREE SERVICE,2007-01-31T05:00:00.000Z,2006-03-06T05:00:00.000Z,2006,RN,Renewed,,,"26160 LAKE LN
SOUTH BEND, IN 46619
(41.679019, -86.373686)",3052
,LITTLE CAESARS PIZZA,1225 E IRELAND RD,SOUTH BEND,IN,46614,(574) 299-0300,RESTAM,RESTAURANTS A-M,2011-02-28T05:00:00.000Z,2010-02-17T05:00:00.000Z,2010,RN,Renewed,SB5,COUNCIL DISTRICT 5,"1225 E IRELAND RD
SOUTH BEND, IN 46614
(41.629437, -86.231558)",3053
,GAMESTOP #5544,1290 E IRELAND RD,SOUTH BEND,IN,46614,(574) 231-9117,SECOND,SECOND HAND DEALERS,2013-01-31T05:00:00.000Z,2013-02-20T05:00:00.000Z,2012,RN,Renewed,SB5,COUNCIL DISTRICT 5,"1290 E IRELAND RD
SOUTH BEND, IN 46614
(41.629437, -86.231002)",3054
,"DAINTY MAID BAKE SHOP, INC",231 S MICHIGAN ST,SOUTH BEND,IN,46601,(574) 232-8219,RESTAM,RESTAURANTS A-M,2011-02-28T05:00:00.000Z,2010-04-28T04:00:00.000Z,2010,RN,Renewed,SB2,COUNCIL DISTRICT 2,"231 S MICHIGAN ST
SOUTH BEND, IN 46601
(41.673943, -86.250282)",3055
,EDWARD MCCREE,1230 N MEADE ST,SOUTH BEND,IN,46628,(574) 302-0127,PEDDLR,PEDDLER & CANVASSER,2017-01-31T05:00:00.000Z,2016-03-18T04:00:00.000Z,2016,AC,Active and Licensed,SB2,COUNCIL DISTRICT 2,"1230 N MEADE ST
SOUTH BEND, IN 46628
(41.691616, -86.286094)",3056
,"HOFFMAN, ROBERT R",1441 E DONALD ST,SOUTH BEND,IN,46613,(574) 286-1194,TAXID,TAXI DRIVER,2011-06-01T04:00:00.000Z,2010-05-13T04:00:00.000Z,2010,AC,Active and Licensed,SB3,COUNCIL DISTRICT 3,"1441 E DONALD ST
SOUTH BEND, IN 46613
(41.653026, -86.226129)",3057
,MICKIE MILLER,1511 HILLTOP DR,SOUTH BEND,IN,46614,(574) 233-1475,MSGTEC,MASSAGE THERAPY,2011-01-31T05:00:00.000Z,2010-03-04T05:00:00.000Z,2010,RN,Renewed,SB5,COUNCIL DISTRICT 5,"1511 HILLTOP DR
SOUTH BEND, IN 46614
(41.648724, -86.22475)",3058
,LONG JOHN SILVER'S #43,319 N HICKORY RD,SOUTH BEND,IN,46615-3303,(574) 288-6847,RESTAM,RESTAURANTS A-M,2013-02-28T05:00:00.000Z,2012-02-24T05:00:00.000Z,2012,RN,Renewed,,,"319 N HICKORY RD
SOUTH BEND, IN 46615-3303
(41.680925, -86.196516)",3059
,GOD'S MANNA SOUP KITCHEN,1522 LINDEN AVE,SOUTH BEND,IN,46628,(574) 256-8236,RESTAM,RESTAURANTS A-M,2013-02-28T05:00:00.000Z,2012-10-24T04:00:00.000Z,2012,IN,Incative and no longer licensed,SB2,COUNCIL DISTRICT 2,"1522 LINDEN AVE
SOUTH BEND, IN 46628
(41.679426, -86.274233)",3060
,613 NAPOLEON ST,613 NAPOLEON ST,SOUTH BEND,IN,46615,(000) 000-0000,LPARKO,LAWN PARK 10 OR MORE SPACES,2012-11-17T05:00:00.000Z,2012-11-15T05:00:00.000Z,2012,AC,Active and Licensed,SB4,COUNCIL DISTRICT 4,"613 NAPOLEON ST
SOUTH BEND, IN 46615
(41.691164, -86.24185)",3061
,AMER. LEGION PULASKI POST 357,5414 W SAMPLE ST,SOUTH BEND,IN,46619,(574) 234-5073,RESTAM,RESTAURANTS A-M,2013-02-28T05:00:00.000Z,2012-07-13T04:00:00.000Z,2012,RN,Renewed,SB6,COUNCIL DISTRICT 6,"5414 W SAMPLE ST
SOUTH BEND, IN 46619
(41.664553, -86.323435)",3062
,WENDY'S #2919,3401 LINCOLN WAY W,SOUTH BEND,IN,46628,(574) 287-6644,RESTZ,RESTAURANTS N-Z,2017-03-31T04:00:00.000Z,2016-03-21T04:00:00.000Z,2016,AC,Active and Licensed,,,"3401 LINCOLN WAY W
SOUTH BEND, IN 46628
(41.692305, -86.297075)",3063
,DALE'S SERVICE CENTER,1575 N BENDIX DR,SOUTH BEND,IN,46628,(574) 289-9636,AUTO,AUTOMOTIVE REPAIR & SVC,2007-01-31T05:00:00.000Z,2006-03-22T05:00:00.000Z,2006,RN,Renewed,SB1,COUNCIL DISTRICT 1,"1575 N BENDIX DR
SOUTH BEND, IN 46628
(41.695437, -86.293451)",3064
,803 PEASHWAY ST,803 PEASHWAY ST,SOUTH BEND,IN,46617,(574) 246-1654,LPARKO,LAWN PARK 10 OR MORE SPACES,2010-10-09T04:00:00.000Z,2010-10-04T04:00:00.000Z,2010,AC,Active and Licensed,SB4,COUNCIL DISTRICT 4,"803 PEASHWAY ST
SOUTH BEND, IN 46617
(41.691986, -86.239659)",3065
